file,emotion,mean_pitch,std_pitch,H->H,H->L,L->L,L->H,H->VL,VL->VL,VL->L,L->VL,H->VH,VH->H,VH->VH,L->VH,VH->L,VL->H,VL->VH,VH->VL
09b09Wa.wav,Fear,249.8759782334036,29.48945776412721,15.0,3.0,30.0,5.0,1.0,4.0,1.0,1.0,3.0,2.0,11.0,0.0,1.0,0.0,0.0,0.0
09b10Aa.wav,Angry,280.25754401839504,34.906326320826345,8.0,2.0,15.0,2.0,0.0,7.0,1.0,1.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0
09b10Nd.wav,Neutral,167.32136835046492,15.105947582523124,18.0,3.0,10.0,3.0,0.0,16.0,1.0,2.0,2.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0
09b10Wa.wav,Fear,311.5188370887415,67.96858221268964,13.0,3.0,21.0,3.0,0.0,9.0,1.0,1.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0
10a01Ac.wav,Angry,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
10a01Nb.wav,Neutral,98.66582282415467,16.310270508230158,6.0,3.0,15.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
10a01Wa.wav,Fear,197.38166851107104,37.60730378759559,11.0,1.0,1.0,2.0,0.0,8.0,2.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
10a02Ab.wav,Angry,192.23692207929545,24.422310945163385,11.0,1.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
10a02Fa.wav,Unknown,252.3295792991849,32.052701482181945,9.0,1.0,3.0,2.0,0.0,6.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
10a02Lb.wav,Unknown,106.77819382282252,25.9561663500396,3.0,2.0,17.0,2.0,0.0,6.0,1.0,2.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0
10a02Na.wav,Neutral,116.51255296696644,25.96325586908144,10.0,1.0,4.0,1.0,0.0,9.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
10a02Wa.wav,Fear,178.5134602865897,54.59990321675076,4.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10a04Fd.wav,Unknown,221.77767979945764,17.427273918372947,9.0,1.0,4.0,4.0,0.0,7.0,2.0,1.0,3.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0
10a04Nb.wav,Neutral,98.76579927216264,16.77411762626516,21.0,2.0,20.0,2.0,0.0,5.0,1.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
10a04Wa.wav,Fear,182.13916005760427,14.375583673980396,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0
10a04Wb.wav,Fear,284.7588979066837,52.58675225262407,3.0,2.0,4.0,1.0,0.0,6.0,2.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
10a05Aa.wav,Angry,205.54327912640176,22.06689123374695,15.0,4.0,25.0,2.0,0.0,6.0,0.0,3.0,3.0,2.0,5.0,0.0,1.0,3.0,0.0,0.0
10a05Ld.wav,Unknown,112.22422874518152,17.568451045825327,12.0,3.0,36.0,2.0,0.0,11.0,2.0,3.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0
10a05Tb.wav,Disgust,91.1168916252924,6.20176900756296,30.0,7.0,15.0,6.0,1.0,5.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0
10a05Wb.wav,Fear,227.51893592403303,44.613036388151095,3.0,1.0,17.0,2.0,0.0,6.0,2.0,1.0,3.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0
10a07Aa.wav,Angry,181.20603119227863,16.032895317488602,11.0,1.0,12.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
10a07Ad.wav,Angry,149.49583918117034,8.68802684510378,1.0,1.0,15.0,0.0,0.0,2.0,3.0,4.0,2.0,2.0,10.0,1.0,2.0,0.0,1.0,0.0
10a07La.wav,Unknown,107.0097879106374,33.28554804219375,1.0,2.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
10a07Ta.wav,Disgust,93.58943986052188,14.131665820475096,12.0,2.0,19.0,1.0,0.0,4.0,1.0,2.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
10b01Aa.wav,Angry,220.39215106782572,26.871855691437386,12.0,3.0,24.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
10b01Ea.wav,Unknown,144.18036498582518,22.76801356819137,12.0,4.0,23.0,5.0,1.0,2.0,4.0,4.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
10b01Fa.wav,Unknown,190.69531194548983,57.29558743007084,22.0,1.0,8.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0
10b01Lb.wav,Unknown,106.4980659163101,22.47647298402797,13.0,2.0,25.0,1.0,0.0,6.0,2.0,3.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
10b02Aa.wav,Angry,175.61975984264006,19.97686454375432,20.0,3.0,15.0,4.0,1.0,11.0,1.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0
10b02La.wav,Unknown,98.56940423510235,16.877457307349122,20.0,2.0,28.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0
10b02Na.wav,Neutral,109.07037289578524,14.708626867341382,27.0,5.0,21.0,5.0,0.0,9.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
10b02Wb.wav,Fear,202.81274151419805,54.22281198518672,16.0,1.0,32.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0
10b03La.wav,Unknown,113.038171153747,19.82569058619936,22.0,2.0,42.0,1.0,0.0,14.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0
10b03Tb.wav,Disgust,89.31126532886161,8.59331699276244,55.0,9.0,17.0,8.0,2.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0
10b03Wb.wav,Fear,209.1094357934822,64.61651357298788,21.0,2.0,33.0,2.0,0.0,9.0,2.0,1.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0
10b09Ad.wav,Angry,123.62966815119714,14.449163986761246,9.0,3.0,27.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,8.0,2.0,1.0,0.0,0.0,0.0
10b09Lb.wav,Unknown,101.07177011019536,20.3122405405261,20.0,3.0,29.0,2.0,0.0,11.0,1.0,2.0,1.0,2.0,17.0,0.0,0.0,0.0,1.0,0.0
10b09Wb.wav,Fear,234.1665771511521,92.35651366310816,11.0,2.0,16.0,2.0,0.0,6.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
10b10Fc.wav,Unknown,206.5713093310141,57.96902220073487,19.0,2.0,18.0,2.0,0.0,8.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
10b10Lc.wav,Unknown,92.56916322055814,11.10784465477636,10.0,2.0,18.0,1.0,0.0,9.0,1.0,1.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0
10b10Wa.wav,Fear,197.87228817335904,59.10777209628642,28.0,2.0,17.0,2.0,0.0,9.0,2.0,3.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
11a01Aa.wav,Angry,130.90185751354818,7.871531255937994,0.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0
11a01Ab.wav,Angry,130.3871755205367,15.199185096666952,14.0,0.0,9.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0
11a01Ld.wav,Unknown,114.44275701889606,22.79740107256304,11.0,2.0,5.0,0.0,0.0,9.0,2.0,3.0,0.0,1.0,10.0,1.0,0.0,1.0,0.0,0.0
11a01Nd.wav,Neutral,109.36471310627007,8.221409674689179,5.0,3.0,10.0,2.0,0.0,0.0,2.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
11a01Wc.wav,Fear,269.55928207773184,20.2476886437099,9.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
11a02Ec.wav,Unknown,157.42599273751063,24.46514681330043,12.0,4.0,15.0,3.0,0.0,7.0,0.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0
11a02Fb.wav,Unknown,227.181735179878,68.29254640274009,21.0,2.0,8.0,1.0,0.0,8.0,0.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
11a02Ld.wav,Unknown,112.98867651253993,21.218250069126565,10.0,1.0,16.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
11a02Nc.wav,Neutral,111.00037063369254,14.177067695206444,14.0,1.0,11.0,1.0,0.0,7.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
11a02Tc.wav,Disgust,103.58195250203885,6.923889689459253,17.0,2.0,4.0,1.0,0.0,9.0,0.0,1.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
11a02Wc.wav,Fear,268.5983801235902,76.60939315848682,12.0,4.0,7.0,1.0,0.0,7.0,2.0,3.0,1.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0
11a04Ac.wav,Angry,162.8855630746759,24.79174302503288,26.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
11a04Fd.wav,Unknown,153.13709051461947,43.19250764271394,15.0,1.0,5.0,0.0,0.0,9.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
11a04Nd.wav,Neutral,109.17049443068268,12.192925767302317,18.0,3.0,15.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0
11a04Wc.wav,Fear,238.2048039957756,68.80929812870716,19.0,2.0,10.0,0.0,0.0,9.0,0.0,2.0,1.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0
11a05Ad.wav,Angry,174.44612356974636,23.582912218774315,23.0,3.0,21.0,1.0,0.0,7.0,2.0,4.0,2.0,1.0,8.0,1.0,1.0,2.0,0.0,1.0
11a05Fb.wav,Unknown,219.2303289555753,37.88276477483864,9.0,2.0,27.0,3.0,0.0,8.0,2.0,3.0,2.0,0.0,9.0,2.0,3.0,1.0,0.0,0.0
11a05Fc.wav,Unknown,249.33737360101225,40.43979052368322,29.0,6.0,19.0,5.0,1.0,11.0,2.0,3.0,3.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0
11a05Lc.wav,Unknown,109.67185886816966,14.068113316378616,21.0,3.0,42.0,1.0,0.0,9.0,1.0,4.0,0.0,2.0,11.0,1.0,1.0,0.0,2.0,0.0
11a05Na.wav,Neutral,110.7358784321139,10.171266821986691,17.0,4.0,24.0,3.0,0.0,11.0,1.0,3.0,3.0,4.0,9.0,1.0,1.0,0.0,1.0,0.0
11a05Td.wav,Disgust,90.08388251095631,22.64697994203176,48.0,4.0,12.0,2.0,1.0,35.0,0.0,1.0,2.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0
11a05Wd.wav,Fear,171.40773561490178,23.71714628198717,8.0,4.0,13.0,4.0,1.0,5.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0
11a07Ac.wav,Angry,197.49749198384987,28.8898025552898,17.0,3.0,10.0,1.0,0.0,3.0,1.0,3.0,1.0,3.0,7.0,2.0,1.0,0.0,1.0,0.0
11a07Ld.wav,Unknown,137.473040685724,21.903807514859185,9.0,3.0,24.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
11a07Ta.wav,Disgust,103.73792533218248,4.606652914386323,7.0,4.0,24.0,4.0,0.0,6.0,1.0,2.0,0.0,1.0,8.0,1.0,1.0,0.0,1.0,0.0
11a07Wc.wav,Fear,258.15138076815936,64.16467969880013,37.0,4.0,6.0,3.0,1.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11b01Ab.wav,Angry,152.85778617137976,26.4346103972032,8.0,5.0,30.0,3.0,0.0,4.0,0.0,1.0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0
11b01Eb.wav,Unknown,151.86954055213687,29.325698749961344,15.0,4.0,28.0,2.0,0.0,8.0,0.0,2.0,0.0,2.0,11.0,1.0,0.0,0.0,1.0,0.0
11b01Fc.wav,Unknown,213.2918950885884,69.07810476440099,6.0,1.0,21.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0
11b01Lb.wav,Unknown,123.5108102367694,24.49168004367243,20.0,4.0,21.0,2.0,0.0,11.0,2.0,3.0,0.0,2.0,15.0,1.0,0.0,0.0,0.0,0.0
11b01Nc.wav,Neutral,123.68531255713008,16.730655782501977,18.0,3.0,18.0,2.0,0.0,8.0,0.0,1.0,0.0,1.0,11.0,1.0,0.0,0.0,1.0,1.0
11b01Wd.wav,Fear,227.22464713500665,49.775380750153,21.0,7.0,23.0,6.0,1.0,6.0,0.0,0.0,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0
11b02Ab.wav,Angry,155.9523958967356,23.899301161456272,20.0,2.0,26.0,2.0,0.0,6.0,1.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
11b02Fd.wav,Unknown,180.7647390907029,53.05420657426325,11.0,2.0,17.0,2.0,0.0,12.0,1.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0
11b02Na.wav,Neutral,109.27953594973144,11.997556784941557,18.0,2.0,26.0,1.0,1.0,6.0,0.0,1.0,2.0,3.0,13.0,0.0,0.0,1.0,0.0,0.0
11b02Td.wav,Disgust,101.4612848611403,5.973507030840289,20.0,4.0,18.0,4.0,1.0,10.0,1.0,3.0,3.0,3.0,14.0,0.0,1.0,1.0,1.0,0.0
11b02Wb.wav,Fear,212.8797463113737,30.340077172818056,21.0,2.0,16.0,1.0,0.0,6.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0
11b03Fc.wav,Unknown,174.79923071436653,47.7252070071614,33.0,4.0,24.0,2.0,0.0,15.0,0.0,2.0,3.0,3.0,14.0,0.0,0.0,1.0,0.0,0.0
11b03Lc.wav,Unknown,108.66714656950174,13.632855201909686,28.0,5.0,35.0,3.0,0.0,15.0,5.0,6.0,3.0,3.0,20.0,0.0,0.0,1.0,0.0,0.0
11b03Nb.wav,Neutral,105.39606240193234,12.21079228991779,46.0,4.0,9.0,5.0,1.0,17.0,2.0,2.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0
11b03Td.wav,Disgust,103.76530688643447,15.622559743495088,56.0,7.0,34.0,6.0,2.0,11.0,0.0,0.0,4.0,4.0,8.0,0.0,0.0,2.0,0.0,0.0
11b03Wa.wav,Fear,162.2199797484464,24.931632380961062,40.0,8.0,22.0,6.0,0.0,14.0,1.0,3.0,1.0,2.0,11.0,1.0,1.0,0.0,1.0,0.0
11b03Wb.wav,Fear,231.3655248801936,55.21036452402865,43.0,6.0,25.0,5.0,0.0,16.0,0.0,2.0,2.0,2.0,11.0,1.0,1.0,1.0,0.0,0.0
11b09Ad.wav,Angry,147.9641020084708,23.531960090519718,34.0,5.0,9.0,2.0,0.0,11.0,0.0,2.0,0.0,2.0,7.0,1.0,0.0,0.0,1.0,0.0
11b09Fd.wav,Unknown,149.60791559242386,31.49604775710581,24.0,5.0,21.0,4.0,0.0,11.0,0.0,1.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0
11b09Ld.wav,Unknown,108.5884431617917,18.45643106049734,26.0,6.0,29.0,4.0,0.0,14.0,0.0,2.0,1.0,2.0,13.0,1.0,1.0,1.0,0.0,0.0
11b09Na.wav,Neutral,113.72754760703472,16.830969197899176,22.0,3.0,14.0,1.0,0.0,13.0,2.0,3.0,2.0,2.0,10.0,0.0,0.0,1.0,0.0,0.0
11b09Td.wav,Disgust,103.229731310163,16.358844833418942,55.0,5.0,20.0,1.0,0.0,7.0,0.0,2.0,2.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0
11b09Wa.wav,Fear,205.7626729692892,59.63685405168837,19.0,3.0,26.0,2.0,0.0,16.0,0.0,1.0,3.0,4.0,16.0,1.0,1.0,0.0,0.0,0.0
11b10Ad.wav,Angry,122.68400247424717,20.416881289801804,19.0,4.0,14.0,2.0,0.0,10.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0
11b10Ae.wav,Angry,137.34476197009425,27.75295291690606,14.0,5.0,15.0,3.0,0.0,14.0,0.0,2.0,2.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0
11b10Ld.wav,Unknown,102.08068373432664,12.758444887260127,29.0,3.0,14.0,1.0,0.0,18.0,0.0,1.0,0.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0
11b10Nc.wav,Neutral,115.1507719370898,14.946167530113,28.0,1.0,4.0,0.0,0.0,15.0,1.0,1.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0
11b10Td.wav,Disgust,104.3899641884437,6.824545685044185,17.0,5.0,23.0,3.0,1.0,8.0,1.0,3.0,4.0,7.0,6.0,0.0,0.0,0.0,2.0,0.0
11b10Wa.wav,Fear,203.28618783607655,47.003743941771056,40.0,2.0,10.0,1.0,0.0,12.0,0.0,1.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
12a01Fb.wav,Unknown,154.78787067569596,24.706557480482108,4.0,1.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
12a01Lb.wav,Unknown,134.07546998970338,26.68682078406769,8.0,1.0,8.0,0.0,0.0,9.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0
12a01Nb.wav,Neutral,124.3565790055134,33.33323190712647,18.0,1.0,13.0,1.0,0.0,10.0,0.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0
12a01Wc.wav,Fear,192.81379488443983,23.318864680292563,6.0,1.0,10.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0
12a02Ac.wav,Angry,173.34686036022865,36.23943209615359,9.0,3.0,11.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
12a02Ec.wav,Unknown,107.62038343026352,8.653483225243171,3.0,1.0,11.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
12a02Nb.wav,Neutral,129.04868221027883,23.08296371825099,18.0,2.0,9.0,2.0,0.0,7.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
12a02Wa.wav,Fear,237.8592242211394,50.21280325037103,9.0,2.0,4.0,3.0,0.0,8.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
12a02Wc.wav,Fear,201.78605451337225,21.109803064999728,15.0,1.0,3.0,2.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12a04Wc.wav,Fear,230.26028816209217,40.87089827498262,18.0,3.0,9.0,2.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
12a05Ab.wav,Angry,165.61019815465923,21.225242717834536,21.0,2.0,11.0,3.0,1.0,11.0,3.0,2.0,2.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0
12a05Lb.wav,Unknown,146.6908654946322,23.153099669177973,33.0,3.0,27.0,2.0,0.0,14.0,0.0,2.0,1.0,1.0,17.0,0.0,0.0,1.0,0.0,0.0
12a05Nd.wav,Neutral,144.8233789295832,13.218271361710253,15.0,3.0,30.0,2.0,0.0,9.0,3.0,3.0,1.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0
12a05Ta.wav,Disgust,112.10967406519497,12.175615923601974,17.0,10.0,45.0,7.0,0.0,0.0,2.0,5.0,1.0,2.0,9.0,2.0,1.0,3.0,0.0,0.0
12a05Wb.wav,Fear,261.6332733489747,52.4311771656194,10.0,4.0,31.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0
12a07Ac.wav,Angry,152.65432774967567,15.391015047992374,9.0,5.0,5.0,2.0,0.0,7.0,2.0,3.0,2.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0
12a07La.wav,Unknown,159.5663860764414,33.73233691173844,17.0,2.0,18.0,1.0,0.0,13.0,1.0,2.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0
12a07Wa.wav,Fear,178.5112398239813,25.35077972937312,16.0,3.0,13.0,3.0,0.0,9.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
12b01Ta.wav,Disgust,109.89285624238762,11.141371031725743,14.0,0.0,28.0,1.0,0.0,1.0,2.0,3.0,3.0,1.0,7.0,0.0,2.0,1.0,0.0,0.0
12b01Wa.wav,Fear,211.03208471452663,27.454138682576684,7.0,1.0,19.0,1.0,0.0,3.0,2.0,3.0,2.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0
12b02Ad.wav,Angry,144.17601521325594,20.9672250693972,17.0,2.0,19.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,7.0,2.0,0.0,1.0,0.0,1.0
12b02Ea.wav,Unknown,205.86388551346212,32.75057065643018,9.0,2.0,14.0,3.0,0.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
12b02Fb.wav,Unknown,150.05615528143423,21.87361076916469,16.0,2.0,22.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0
12b02Na.wav,Neutral,155.41815256614137,22.64555095800557,18.0,2.0,20.0,4.0,1.0,12.0,4.0,2.0,1.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0
12b02Wa.wav,Fear,181.2456128928812,42.619604730846,11.0,2.0,6.0,2.0,0.0,10.0,1.0,1.0,2.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0
12b02Wb.wav,Fear,318.8237945353428,12.235640379894194,5.0,2.0,5.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0
12b02Wd.wav,Fear,198.00401716837644,66.76301977446258,18.0,2.0,14.0,2.0,0.0,7.0,2.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
12b03La.wav,Unknown,154.39977984072377,44.43155231969142,21.0,1.0,37.0,0.0,0.0,12.0,2.0,3.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0
12b03Ta.wav,Disgust,112.95274016836989,11.872795238754648,36.0,5.0,40.0,1.0,0.0,3.0,4.0,5.0,1.0,5.0,9.0,5.0,1.0,0.0,0.0,0.0
12b09Ac.wav,Angry,133.166597480156,16.12165109310166,14.0,3.0,19.0,2.0,0.0,7.0,0.0,2.0,2.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0
12b09Td.wav,Disgust,101.49607998775124,20.53547941561445,69.0,6.0,9.0,2.0,1.0,15.0,0.0,3.0,3.0,4.0,5.0,1.0,0.0,3.0,0.0,0.0
12b09Wc.wav,Fear,195.42915723061844,25.85963116613745,40.0,2.0,1.0,3.0,0.0,8.0,2.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
12b10Ac.wav,Angry,192.91506677003744,15.79737986784992,7.0,2.0,12.0,3.0,0.0,5.0,1.0,1.0,2.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0
12b10Ld.wav,Unknown,138.29011679725247,27.039251763534573,23.0,4.0,27.0,2.0,0.0,11.0,0.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0
12b10Wa.wav,Fear,267.0778014153753,20.3747713156292,26.0,4.0,6.0,5.0,1.0,6.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0
13a01Ac.wav,Angry,269.1621815885459,31.40225916745303,13.0,2.0,6.0,1.0,0.0,5.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
13a01Ea.wav,Unknown,185.47010774180168,18.404342218247137,9.0,0.0,6.0,0.0,1.0,6.0,1.0,0.0,2.0,2.0,6.0,1.0,1.0,1.0,0.0,0.0
13a01Ec.wav,Unknown,227.44514358135703,27.456517767822294,9.0,2.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0
13a01Fd.wav,Unknown,337.8363114273229,66.64955381400279,13.0,1.0,5.0,3.0,0.0,8.0,0.0,0.0,3.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0
13a01Lb.wav,Unknown,181.98804359097895,33.142707300476424,8.0,2.0,26.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0
13a01Nb.wav,Neutral,202.5614575467949,29.91730615113186,17.0,1.0,4.0,2.0,1.0,8.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
13a01Wb.wav,Fear,311.07820996284624,58.02381893260565,6.0,1.0,18.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,11.0,1.0,0.0,0.0,0.0,1.0
13a02Ad.wav,Angry,202.78903910791536,25.483670797800865,16.0,2.0,8.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13a02Ec.wav,Unknown,226.14893402967272,20.428122023655128,7.0,1.0,15.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0
13a02Fa.wav,Unknown,314.6339664850131,69.34651073866509,18.0,2.0,5.0,3.0,1.0,13.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
13a02Lc.wav,Unknown,168.67723881350722,31.068778058825163,6.0,2.0,18.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
13a02Nc.wav,Neutral,198.5934849540663,50.195598662676645,12.0,2.0,8.0,1.0,0.0,8.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
13a02Ta.wav,Disgust,187.36545516085664,27.644567565567023,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
13a02Wa.wav,Fear,286.3112965224254,51.80104321775874,8.0,2.0,14.0,1.0,0.0,7.0,0.0,1.0,0.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0
13a04Ac.wav,Angry,242.15003536049304,30.263310405563413,20.0,1.0,2.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0
13a04Fc.wav,Unknown,315.5600496506477,64.2508302173556,5.0,4.0,23.0,3.0,0.0,5.0,0.0,1.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0
